# DeFault:  java -jar default-1.0.0.jar testfiles/incomplete/garland.pddl testfiles/incomplete/garlandprob1.pddl dan.out  pode2 anytime strict 5
domain,problem,plan_id,plan_length,plan_robustness,total_time
freecell.pddl.1p_0a_0d.0,pfile4,1,48,1,12.138
freecell.pddl.1p_0a_0d.0,pfile5,1,60,1,68.763
freecell.pddl.1p_0a_0d.0,pfile6,1,74,1,178.757
freecell.pddl.1p_0a_0d.0,pfile7,1,94,1,255.455
freecell.pddl.1p_0a_0d.0,pfile8,1,87,1,464.13
freecell.pddl.1p_0a_0d.0,pfile9,1,82,1,739.215
freecell.pddl.1p_0a_1d.0,pfile1,1,14,0.25,2.933
freecell.pddl.1p_0a_1d.0,pfile2,1,24,0.5,5.736
freecell.pddl.1p_0a_1d.0,pfile3,1,25,1,8.915
freecell.pddl.1p_0a_1d.0,pfile4,1,40,1,15.784
freecell.pddl.1p_0a_1d.0,pfile5,1,56,0.5,64.846
freecell.pddl.1p_0a_2d.0,pfile1,1,14,1,5.098
freecell.pddl.1p_0a_2d.0,pfile2,1,6,1,24.245
freecell.pddl.1p_0a_2d.0,pfile3,1,16,0.0625,69.943
freecell.pddl.1p_0a_2d.0,pfile3,2,26,0.125,238.27
freecell.pddl.1p_0a_2d.0,pfile3,3,26,0.25,259.938
freecell.pddl.1p_0a_2d.0,pfile3,4,26,0.5,418.219
freecell.pddl.1p_0a_2d.0,pfile3,5,17,1,440.258
freecell.pddl.1p_0a_3d.0,pfile1,1,17,0.5,2.798
freecell.pddl.1p_0a_3d.0,pfile1,2,25,1,10.632
freecell.pddl.1p_0a_3d.0,pfile2,1,22,1,2.977
freecell.pddl.1p_0a_3d.0,pfile3,1,29,0.25,4.324
freecell.pddl.1p_0a_3d.0,pfile3,2,42,0.5,9.132
freecell.pddl.1p_0a_3d.0,pfile3,3,39,1,9.575
freecell.pddl.1p_0a_3d.0,pfile4,1,36,0.5,6.356
freecell.pddl.1p_0a_3d.0,pfile4,2,151,1,60.444
freecell.pddl.1p_0a_3d.0,pfile5,1,34,0.25,7.561
freecell.pddl.1p_0a_3d.0,pfile5,2,111,0.5,76.942
freecell.pddl.1p_0a_3d.0,pfile6,1,45,0.125,15.618
freecell.pddl.1p_0a_3d.0,pfile6,2,192,0.25,331.006
freecell.pddl.1p_0a_3d.0,pfile6,3,167,0.5,386.245
freecell.pddl.1p_0a_3d.0,pfile6,4,143,1,444.543
freecell.pddl.1p_0a_3d.0,pfile7,1,65,0.0625,34.35
freecell.pddl.1p_0a_3d.0,pfile8,1,58,0.0625,30.346
freecell.pddl.1p_0a_3d.0,pfile9,1,57,0.25,27.284
freecell.pddl.1p_0a_3d.0,pfile10,1,62,0.015625,57.802
freecell.pddl.1p_0a_4d.0,pfile1,1,24,0.015625,4.045
freecell.pddl.1p_0a_4d.0,pfile1,2,27,0.03125,50.749
freecell.pddl.1p_0a_4d.0,pfile1,3,25,0.0625,59.658
freecell.pddl.1p_0a_4d.0,pfile1,4,29,0.125,129.588
freecell.pddl.1p_0a_4d.0,pfile1,5,38,0.25,218.428
freecell.pddl.1p_0a_4d.0,pfile1,6,20,0.5,298.53
freecell.pddl.1p_0a_4d.0,pfile1,7,17,1,306.092
freecell.pddl.1p_0a_4d.0,pfile2,1,27,0.0625,11.502
freecell.pddl.1p_0a_4d.0,pfile3,1,27,0.25,17.743
freecell.pddl.1p_0a_4d.0,pfile4,1,50,0.000976562,35.388
freecell.pddl.1p_0a_4d.0,pfile5,1,65,0.00012207,133.903
freecell.pddl.1p_0a_5d.0,pfile1,1,17,1,4.762
freecell.pddl.1p_0a_5d.0,pfile2,1,21,0.125,12.675
freecell.pddl.1p_0a_5d.0,pfile3,1,29,0.125,22.687
freecell.pddl.1p_0a_5d.0,pfile3,2,61,0.25,563.779
freecell.pddl.1p_0a_5d.0,pfile4,1,45,0.015625,40.61
freecell.pddl.1p_1a_0d.0,pfile1,1,16,0.25,3.08
freecell.pddl.1p_1a_0d.0,pfile2,1,21,0.5,2.837
freecell.pddl.1p_1a_0d.0,pfile3,1,23,1,3.695
freecell.pddl.1p_1a_0d.0,pfile4,1,46,1,6.902
freecell.pddl.1p_1a_0d.0,pfile5,1,58,0.5,33.919
freecell.pddl.1p_1a_0d.0,pfile6,1,46,1,13.702
freecell.pddl.1p_1a_0d.0,pfile7,1,76,1,50.714
freecell.pddl.1p_1a_0d.0,pfile8,1,92,0.5,267.413
freecell.pddl.1p_1a_0d.0,pfile9,1,103,0.25,253.904
freecell.pddl.1p_1a_0d.0,pfile10,1,75,1,62.606
freecell.pddl.1p_1a_1d.0,pfile1,1,12,1,3.052
freecell.pddl.1p_1a_1d.0,pfile2,1,7,1,3.509
freecell.pddl.1p_1a_1d.0,pfile3,1,12,1,4.753
freecell.pddl.1p_1a_1d.0,pfile4,1,9,1,7.852
freecell.pddl.1p_1a_1d.0,pfile5,1,7,1,16.915
freecell.pddl.1p_1a_1d.0,pfile6,1,20,0.5,59.006
freecell.pddl.1p_1a_1d.0,pfile7,1,11,0.5,40.944
freecell.pddl.1p_1a_1d.0,pfile8,1,21,1,130.665
freecell.pddl.1p_1a_1d.0,pfile9,1,5,1,83.46
freecell.pddl.1p_1a_2d.0,pfile1,1,14,0.5,2.935
freecell.pddl.1p_1a_2d.0,pfile2,1,24,0.0625,7.024
freecell.pddl.1p_1a_2d.0,pfile2,2,41,0.125,337.802
freecell.pddl.1p_1a_2d.0,pfile2,3,37,0.25,352.846
freecell.pddl.1p_1a_2d.0,pfile3,1,25,0.0078125,12.041
freecell.pddl.1p_1a_2d.0,pfile4,1,48,3.05176e-05,216.379
freecell.pddl.1p_1a_2d.0,pfile5,1,74,9.53674e-07,642.9
freecell.pddl.1p_1a_3d.0,pfile1,1,16,0.125,2.844
freecell.pddl.1p_1a_3d.0,pfile1,2,30,0.1875,14.642
freecell.pddl.1p_1a_3d.0,pfile2,1,25,0.0625,3.342
freecell.pddl.1p_1a_3d.0,pfile3,1,27,0.0625,3.933
freecell.pddl.1p_1a_3d.0,pfile4,1,35,0.00195312,6.15
freecell.pddl.1p_1a_3d.0,pfile5,1,43,9.15527e-05,10.836
freecell.pddl.1p_1a_3d.0,pfile5,2,137,0.000183105,249.04
freecell.pddl.1p_1a_3d.0,pfile5,3,124,0.000366211,393.412
freecell.pddl.1p_1a_3d.0,pfile5,4,107,0.000732422,490.386
freecell.pddl.1p_1a_3d.0,pfile5,5,131,0.00146484,674.618
freecell.pddl.1p_1a_3d.0,pfile5,6,119,0.00292969,786.626
freecell.pddl.1p_1a_3d.0,pfile5,7,105,0.00585938,836.682
freecell.pddl.1p_1a_3d.0,pfile6,1,42,0.00390625,17.324
freecell.pddl.1p_1a_3d.0,pfile7,1,51,6.10352e-05,17.936
freecell.pddl.1p_1a_3d.0,pfile8,1,57,1.52588e-05,34.613
freecell.pddl.1p_1a_3d.0,pfile9,1,55,6.10352e-05,45.993
freecell.pddl.1p_1a_3d.0,pfile9,2,94,0.00012207,770.301
freecell.pddl.1p_1a_3d.0,pfile9,3,96,0.000244141,864.925
freecell.pddl.1p_1a_3d.0,pfile10,1,62,3.8147e-06,71.361
freecell.pddl.1p_1a_4d.0,pfile1,1,17,0.0078125,9.856
freecell.pddl.1p_1a_4d.0,pfile2,1,24,0.000488281,21.488
freecell.pddl.1p_1a_4d.0,pfile3,1,27,0.00012207,46.047
freecell.pddl.1p_1a_4d.0,pfile4,1,50,4.76837e-07,100.779
freecell.pddl.1p_1a_5d.0,pfile1,1,22,0.03125,5.254
freecell.pddl.1p_1a_5d.0,pfile1,2,18,0.0625,70.848
freecell.pddl.1p_1a_5d.0,pfile1,3,16,0.125,74.045
freecell.pddl.1p_1a_5d.0,pfile2,1,23,0.125,9.52
freecell.pddl.1p_1a_5d.0,pfile3,1,22,0.0625,16.366
freecell.pddl.1p_1a_5d.0,pfile4,1,41,0.015625,30.288
freecell.pddl.1p_1a_5d.0,pfile5,1,52,0.00012207,111.716
freecell.pddl.1p_2a_0d.0,pfile1,1,17,0.125,2.084
freecell.pddl.1p_2a_0d.0,pfile1,2,25,0.25,16.129
freecell.pddl.1p_2a_0d.0,pfile2,1,21,0.5,2.949
freecell.pddl.1p_2a_0d.0,pfile3,1,29,0.0625,5.622
freecell.pddl.1p_2a_0d.0,pfile3,2,33,0.125,11.915
freecell.pddl.1p_2a_0d.0,pfile3,3,39,0.25,302.712
freecell.pddl.1p_2a_0d.0,pfile4,1,49,0.000976562,8.879
freecell.pddl.1p_2a_0d.0,pfile5,1,59,0.000488281,12.257
freecell.pddl.1p_2a_0d.0,pfile6,1,45,1,18.512
freecell.pddl.1p_2a_0d.0,pfile7,1,63,0.00195312,24.199
freecell.pddl.1p_2a_0d.0,pfile8,1,71,0.000244141,46.616
freecell.pddl.1p_2a_0d.0,pfile9,1,63,0.00195312,42.08
freecell.pddl.1p_2a_0d.0,pfile10,1,70,0.000976562,106.312
freecell.pddl.1p_2a_1d.0,pfile1,1,18,0.00195312,2.689
freecell.pddl.1p_2a_1d.0,pfile1,2,68,0.00390625,7.847
freecell.pddl.1p_2a_1d.0,pfile1,3,53,0.0078125,12.563
freecell.pddl.1p_2a_1d.0,pfile1,4,48,0.015625,62.37
freecell.pddl.1p_2a_1d.0,pfile1,5,32,0.03125,82.281
freecell.pddl.1p_2a_1d.0,pfile1,6,32,0.0625,186.923
freecell.pddl.1p_2a_1d.0,pfile1,7,40,0.125,261.854
freecell.pddl.1p_2a_1d.0,pfile1,8,35,0.25,412.039
freecell.pddl.1p_2a_1d.0,pfile2,1,26,7.62939e-06,4.4
freecell.pddl.1p_2a_1d.0,pfile3,1,32,4.76837e-07,6.698
freecell.pddl.1p_2a_1d.0,pfile3,2,57,9.53674e-07,401.444
freecell.pddl.1p_2a_1d.0,pfile4,1,48,5.82077e-11,12.573
freecell.pddl.1p_2a_1d.0,pfile4,2,85,1.16415e-10,123.896
freecell.pddl.1p_2a_1d.0,pfile5,1,38,9.31323e-10,23.419
freecell.pddl.1p_2a_1d.0,pfile6,1,46,3.72529e-09,171.214
freecell.pddl.1p_2a_1d.0,pfile7,1,56,4.65661e-10,62.619
freecell.pddl.1p_2a_1d.0,pfile8,1,61,2.27374e-13,140.156
freecell.pddl.1p_2a_1d.0,pfile9,1,54,1.81899e-12,129.264
freecell.pddl.1p_2a_2d.0,pfile1,1,18,0.00195312,3.886
freecell.pddl.1p_2a_2d.0,pfile1,2,53,0.00390625,213.089
freecell.pddl.1p_2a_2d.0,pfile1,3,40,0.0078125,430.234
freecell.pddl.1p_2a_2d.0,pfile1,4,30,0.015625,549.15
freecell.pddl.1p_2a_2d.0,pfile1,5,30,0.03125,647.06
freecell.pddl.1p_2a_2d.0,pfile2,1,31,0.000244141,6.729
freecell.pddl.1p_2a_2d.0,pfile2,2,73,0.000488281,99.859
freecell.pddl.1p_2a_2d.0,pfile2,3,72,0.000976562,210.558
freecell.pddl.1p_2a_2d.0,pfile3,1,26,6.10352e-05,9.373
freecell.pddl.1p_2a_2d.0,pfile4,1,41,7.62939e-06,17.433
freecell.pddl.1p_2a_2d.0,pfile5,1,41,3.8147e-06,43.803
freecell.pddl.1p_2a_3d.0,pfile1,1,15,0.0078125,2.505
freecell.pddl.1p_2a_3d.0,pfile1,2,26,0.015625,6.402
freecell.pddl.1p_2a_3d.0,pfile1,3,25,0.03125,16.995
freecell.pddl.1p_2a_3d.0,pfile1,4,40,0.0625,19.14
freecell.pddl.1p_2a_3d.0,pfile2,1,20,0.00195312,3.624
freecell.pddl.1p_2a_3d.0,pfile2,2,31,0.00390625,13.964
freecell.pddl.1p_2a_3d.0,pfile3,1,25,0.00195312,3.914
freecell.pddl.1p_2a_3d.0,pfile4,1,43,2.38419e-07,6.765
freecell.pddl.1p_2a_3d.0,pfile5,1,47,1.90735e-06,12.61
freecell.pddl.1p_2a_3d.0,pfile6,1,46,0.000244141,17.329
freecell.pddl.1p_2a_3d.0,pfile7,1,62,1.86265e-09,26.442
freecell.pddl.1p_2a_3d.0,pfile8,1,67,3.72529e-09,70.922
freecell.pddl.1p_2a_3d.0,pfile9,1,65,1.86265e-09,44.799
freecell.pddl.1p_2a_3d.0,pfile10,1,82,2.32831e-10,130.376
freecell.pddl.1p_3a_0d.0,pfile1,1,24,0.00390625,4.51
freecell.pddl.1p_3a_0d.0,pfile1,2,26,0.0078125,317.145
freecell.pddl.1p_3a_0d.0,pfile1,3,23,0.015625,359.473
freecell.pddl.1p_3a_0d.0,pfile1,4,23,0.03125,666.446
freecell.pddl.1p_3a_0d.0,pfile1,5,20,0.125,833.218
freecell.pddl.1p_3a_0d.0,pfile1,6,16,0.25,850.181
freecell.pddl.1p_3a_0d.0,pfile2,1,24,0.015625,9.121
freecell.pddl.1p_3a_0d.0,pfile3,1,26,0.0625,15.531
freecell.pddl.1p_3a_0d.0,pfile4,1,53,0.000488281,30.176
freecell.pddl.1p_3a_0d.0,pfile5,1,73,1.52588e-05,138.32
freecell.pddl.1p_3a_1d.0,pfile1,1,15,0.125,2.842
freecell.pddl.1p_3a_1d.0,pfile2,1,23,0.0078125,3.644
freecell.pddl.1p_3a_1d.0,pfile3,1,27,0.000244141,3.752
freecell.pddl.1p_3a_1d.0,pfile4,1,39,1.52588e-05,6.397
freecell.pddl.1p_3a_1d.0,pfile5,1,43,9.53674e-07,9.72
freecell.pddl.1p_3a_1d.0,pfile6,1,58,1.90735e-06,23.072
freecell.pddl.1p_3a_1d.0,pfile7,1,49,9.53674e-07,13.767
freecell.pddl.1p_3a_1d.0,pfile8,1,63,9.53674e-07,41.298
freecell.pddl.1p_3a_1d.0,pfile9,1,53,5.96046e-08,26.924
freecell.pddl.1p_3a_1d.0,pfile10,1,60,5.96046e-08,52.982
freecell.pddl.1p_3a_2d.0,pfile1,1,14,0.03125,2.781
freecell.pddl.1p_3a_2d.0,pfile2,1,37,0.000976562,14.647
freecell.pddl.1p_3a_2d.0,pfile2,2,52,0.015625,48.491
freecell.pddl.1p_3a_2d.0,pfile2,3,60,0.03125,94.765
freecell.pddl.1p_3a_2d.0,pfile2,4,44,0.125,347.765
freecell.pddl.1p_3a_2d.0,pfile3,1,25,0.0625,13.003
freecell.pddl.1p_3a_2d.0,pfile4,1,39,0.125,22.419
freecell.pddl.1p_3a_2d.0,pfile5,1,73,0.00012207,294.761
freecell.pddl.1p_3a_3d.0,pfile1,1,14,0.015625,2.859
freecell.pddl.1p_3a_3d.0,pfile2,1,21,0.015625,8.673
freecell.pddl.1p_3a_3d.0,pfile3,1,25,0.015625,13.016
freecell.pddl.1p_3a_3d.0,pfile4,1,45,7.62939e-06,25.542
freecell.pddl.1p_3a_3d.0,pfile5,1,44,0.000488281,76.52
freecell.pddl.1p_3a_5d.0,pfile1,1,21,6.10352e-05,6.517
freecell.pddl.1p_3a_5d.0,pfile2,1,24,7.62939e-06,47.706
freecell.pddl.1p_3a_5d.0,pfile3,1,26,6.10352e-05,129.093
freecell.pddl.1p_4a_0d.0,pfile1,1,19,0.00390625,2.28
freecell.pddl.1p_4a_0d.0,pfile1,2,23,0.0078125,64.101
freecell.pddl.1p_4a_0d.0,pfile1,3,22,0.015625,76.06
freecell.pddl.1p_4a_0d.0,pfile1,4,20,0.03125,76.076
freecell.pddl.1p_4a_0d.0,pfile1,5,18,0.0625,76.641
freecell.pddl.1p_4a_0d.0,pfile2,1,20,0.03125,3.388
freecell.pddl.1p_4a_0d.0,pfile3,1,28,0.00390625,5.776
freecell.pddl.1p_4a_0d.0,pfile3,2,40,0.0078125,613.831
freecell.pddl.1p_4a_0d.0,pfile4,1,37,0.00195312,5.154
freecell.pddl.1p_4a_0d.0,pfile5,1,64,4.76837e-07,25.728
freecell.pddl.1p_4a_0d.0,pfile6,1,52,0.000244141,20.636
freecell.pddl.1p_4a_0d.0,pfile7,1,73,4.76837e-07,159.22
freecell.pddl.1p_4a_0d.0,pfile8,1,68,1.90735e-06,38.6
freecell.pddl.1p_4a_0d.0,pfile9,1,98,5.82077e-11,82.642
freecell.pddl.1p_4a_0d.0,pfile10,1,102,1.86265e-09,266.502
freecell.pddl.1p_4a_1d.0,pfile1,1,16,0.046875,2.52
freecell.pddl.1p_4a_1d.0,pfile1,2,14,0.09375,89.467
freecell.pddl.1p_4a_1d.0,pfile2,1,20,0.375,3.312
freecell.pddl.1p_4a_1d.0,pfile3,1,31,0.0625,4.284
freecell.pddl.1p_4a_1d.0,pfile4,1,38,0.03125,6.932
freecell.pddl.1p_4a_1d.0,pfile5,1,62,7.62939e-06,18.923
freecell.pddl.1p_4a_1d.0,pfile6,1,52,0.000244141,23.237
freecell.pddl.1p_4a_1d.0,pfile7,1,83,5.96046e-08,518.578
freecell.pddl.1p_4a_1d.0,pfile8,1,67,1.52588e-05,74.64
freecell.pddl.1p_4a_1d.0,pfile9,1,86,4.47035e-08,52.101
freecell.pddl.1p_4a_1d.0,pfile10,1,68,3.05176e-05,75.555
freecell.pddl.1p_4a_2d.0,pfile1,1,26,6.10352e-05,3.456
freecell.pddl.1p_4a_2d.0,pfile1,2,42,0.00012207,51.955
freecell.pddl.1p_4a_2d.0,pfile1,3,46,0.000244141,99.213
freecell.pddl.1p_4a_2d.0,pfile1,4,37,0.000488281,100.725
freecell.pddl.1p_4a_2d.0,pfile2,1,21,0.0625,3.309
freecell.pddl.1p_4a_2d.0,pfile2,2,44,0.125,291.417
freecell.pddl.1p_4a_2d.0,pfile3,1,23,0.25,3.608
freecell.pddl.1p_4a_2d.0,pfile3,2,38,0.5,68.924
freecell.pddl.1p_4a_2d.0,pfile4,1,45,6.10352e-05,7.568
freecell.pddl.1p_4a_2d.0,pfile5,1,74,7.45058e-09,19.799
freecell.pddl.1p_4a_2d.0,pfile6,1,47,0.00195312,16.56
freecell.pddl.1p_4a_2d.0,pfile7,1,85,2.32831e-10,43.924
freecell.pddl.1p_4a_2d.0,pfile8,1,87,5.82077e-11,124.84
freecell.pddl.1p_4a_2d.0,pfile9,1,80,7.27596e-12,168.634
freecell.pddl.1p_4a_2d.0,pfile10,1,65,0.000488281,58.872
freecell.pddl.1p_4a_3d.0,pfile1,1,21,0.00390625,6.981
freecell.pddl.1p_4a_3d.0,pfile1,2,19,0.0078125,502.998
freecell.pddl.1p_4a_3d.0,pfile2,1,24,0.000976562,28.697
freecell.pddl.1p_4a_3d.0,pfile3,1,37,3.8147e-06,72.516
freecell.pddl.1p_4a_3d.0,pfile4,1,38,1.19209e-07,114.24
freecell.pddl.1p_4a_4d.0,pfile1,1,17,0.0078125,7.945
freecell.pddl.1p_4a_4d.0,pfile2,1,34,0.000244141,48.085
freecell.pddl.1p_4a_4d.0,pfile3,1,37,6.10352e-05,215.821
freecell.pddl.1p_4a_5d.0,pfile1,1,18,0.00012207,7.125
freecell.pddl.1p_4a_5d.0,pfile2,1,26,0.00012207,54.031
freecell.pddl.1p_4a_5d.0,pfile3,1,30,9.53674e-07,126.179
freecell.pddl.1p_5a_0d.0,pfile1,1,16,0.0625,2.185
freecell.pddl.1p_5a_0d.0,pfile1,2,18,0.125,28.577
freecell.pddl.1p_5a_0d.0,pfile1,3,15,0.25,78.64
freecell.pddl.1p_5a_0d.0,pfile1,4,14,0.5,88.505
freecell.pddl.1p_5a_0d.0,pfile2,1,21,0.015625,2.807
freecell.pddl.1p_5a_0d.0,pfile3,1,29,0.00390625,3.889
freecell.pddl.1p_5a_0d.0,pfile4,1,42,1.90735e-06,7.153
freecell.pddl.1p_5a_0d.0,pfile5,1,67,1.16415e-10,20.806
freecell.pddl.1p_5a_0d.0,pfile6,1,73,3.63798e-12,200.645
freecell.pddl.1p_5a_0d.0,pfile7,1,76,9.09495e-13,51.723
freecell.pddl.1p_5a_0d.0,pfile8,1,97,1.11022e-16,526.444
freecell.pddl.1p_5a_0d.0,pfile9,1,115,0,181.564
freecell.pddl.1p_5a_0d.0,pfile10,1,76,2.27374e-13,73.244
freecell.pddl.1p_5a_1d.0,pfile1,1,19,0.00195312,2.593
freecell.pddl.1p_5a_1d.0,pfile2,1,24,0.000488281,3.318
freecell.pddl.1p_5a_1d.0,pfile2,2,31,0.000976562,103.879
freecell.pddl.1p_5a_1d.0,pfile3,1,22,0.015625,4.923
freecell.pddl.1p_5a_1d.0,pfile4,1,48,4.76837e-07,7.014
freecell.pddl.1p_5a_1d.0,pfile5,1,64,3.8147e-06,12.363
freecell.pddl.1p_5a_1d.0,pfile6,1,48,7.62939e-06,16.796
freecell.pddl.1p_5a_1d.0,pfile7,1,77,5.82077e-11,35.238
freecell.pddl.1p_5a_1d.0,pfile8,1,81,9.31323e-10,218.291
freecell.pddl.1p_5a_1d.0,pfile9,1,80,2.32831e-10,70.885
freecell.pddl.1p_5a_1d.0,pfile10,1,68,1.86265e-09,66.393
freecell.pddl.1p_5a_2d.0,pfile1,1,25,3.05176e-05,4.348
freecell.pddl.1p_5a_2d.0,pfile2,1,28,2.38419e-07,3.178
freecell.pddl.1p_5a_2d.0,pfile3,1,24,6.10352e-05,3.452
freecell.pddl.1p_5a_2d.0,pfile4,1,42,1.19209e-07,5.799
freecell.pddl.1p_5a_2d.0,pfile5,1,89,1.45519e-11,306.252
freecell.pddl.1p_5a_2d.0,pfile6,1,56,9.53674e-07,20.117
freecell.pddl.1p_5a_2d.0,pfile8,1,76,7.45058e-09,62.114
freecell.pddl.1p_5a_2d.0,pfile9,1,76,5.58794e-09,69.805
freecell.pddl.1p_5a_2d.0,pfile10,1,101,3.72529e-09,452.634
freecell.pddl.1p_5a_3d.0,pfile1,1,10,0.03125,3.234
freecell.pddl.1p_5a_3d.0,pfile2,1,19,0.000976562,12.059
freecell.pddl.1p_5a_3d.0,pfile3,1,25,0.03125,19.323
freecell.pddl.1p_5a_3d.0,pfile4,1,43,3.05176e-05,38.024
freecell.pddl.1p_5a_3d.0,pfile5,1,49,9.53674e-07,142.758
freecell.pddl.1p_5a_4d.0,pfile1,1,19,0.000488281,9.483
freecell.pddl.1p_5a_4d.0,pfile2,1,24,0.00012207,65.74
freecell.pddl.1p_5a_4d.0,pfile3,1,26,2.28882e-05,152.068
freecell.pddl.1p_5a_5d.0,pfile1,1,14,3.05176e-05,6.051
freecell.pddl.1p_5a_5d.0,pfile1,2,21,6.10352e-05,70.505
freecell.pddl.1p_5a_5d.0,pfile2,1,10,0.000976562,34.657
freecell.pddl.1p_5a_5d.0,pfile3,1,17,0.00012207,82.283
freecell.pddl.1p_5a_5d.0,pfile4,1,34,1.90735e-06,175.521
freecell.pddl.2p_0a_0d.0,pfile1,1,16,1,2.755
freecell.pddl.2p_0a_0d.0,pfile2,1,21,1,3.181
freecell.pddl.2p_0a_0d.0,pfile3,1,23,1,3.526
freecell.pddl.2p_0a_0d.0,pfile4,1,46,1,6.494
freecell.pddl.2p_0a_0d.0,pfile5,1,57,1,33.113
freecell.pddl.2p_0a_0d.0,pfile6,1,46,1,12.922
freecell.pddl.2p_0a_0d.0,pfile7,1,78,1,55.742
freecell.pddl.2p_0a_0d.0,pfile8,1,81,1,214.772
freecell.pddl.2p_0a_0d.0,pfile9,1,106,1,248.655
freecell.pddl.2p_0a_0d.0,pfile10,1,75,1,61.531
freecell.pddl.2p_0a_1d.0,pfile1,1,17,1,2.696
freecell.pddl.2p_0a_1d.0,pfile2,1,27,0.5,3.233
freecell.pddl.2p_0a_1d.0,pfile2,2,34,1,6.165
freecell.pddl.2p_0a_1d.0,pfile3,1,28,0.03125,3.635
freecell.pddl.2p_0a_1d.0,pfile3,2,79,0.0625,15.357
freecell.pddl.2p_0a_1d.0,pfile3,3,69,0.125,20.559
freecell.pddl.2p_0a_1d.0,pfile3,4,75,0.25,25.356
freecell.pddl.2p_0a_1d.0,pfile3,5,59,0.5,30.676
freecell.pddl.2p_0a_1d.0,pfile3,6,54,1,34.667
freecell.pddl.2p_0a_1d.0,pfile4,1,45,0.00195312,5.93
freecell.pddl.2p_0a_1d.0,pfile4,2,81,0.00390625,20.753
freecell.pddl.2p_0a_1d.0,pfile4,3,144,0.0078125,34.98
freecell.pddl.2p_0a_1d.0,pfile4,4,188,0.015625,60.076
freecell.pddl.2p_0a_1d.0,pfile4,5,116,0.03125,72.469
freecell.pddl.2p_0a_1d.0,pfile5,1,44,0.000244141,10.176
freecell.pddl.2p_0a_1d.0,pfile6,1,42,0.0078125,20.207
freecell.pddl.2p_0a_1d.0,pfile7,1,53,0.00195312,21.156
freecell.pddl.2p_0a_1d.0,pfile7,2,128,0.00390625,212.511
freecell.pddl.2p_0a_1d.0,pfile7,3,140,0.0078125,299.107
freecell.pddl.2p_0a_1d.0,pfile7,4,140,0.015625,421.678
freecell.pddl.2p_0a_1d.0,pfile7,5,218,0.03125,645.447
freecell.pddl.2p_0a_1d.0,pfile7,6,206,0.0625,833.818
freecell.pddl.2p_0a_1d.0,pfile8,1,69,3.05176e-05,52.933
freecell.pddl.2p_0a_1d.0,pfile9,1,57,6.10352e-05,55.17
freecell.pddl.2p_0a_1d.0,pfile10,1,63,0.00012207,98.045
freecell.pddl.2p_0a_2d.0,pfile1,1,19,0.5,5.078
freecell.pddl.2p_0a_2d.0,pfile1,2,27,1,9.1
freecell.pddl.2p_0a_2d.0,pfile2,1,22,1,2.856
freecell.pddl.2p_0a_2d.0,pfile3,1,24,0.5,3.945
freecell.pddl.2p_0a_2d.0,pfile3,2,52,1,10.526
freecell.pddl.2p_0a_2d.0,pfile4,1,42,1,5.945
freecell.pddl.2p_0a_2d.0,pfile5,1,92,0.00195312,570.142
freecell.pddl.2p_0a_2d.0,pfile6,1,42,0.5,13.153
freecell.pddl.2p_0a_2d.0,pfile6,2,108,1,142.006
freecell.pddl.2p_0a_2d.0,pfile8,1,87,0.0625,436.938
freecell.pddl.2p_0a_2d.0,pfile9,1,79,0.0078125,339.017
freecell.pddl.2p_0a_3d.0,pfile1,1,17,0.5,6.859
freecell.pddl.2p_0a_3d.0,pfile1,2,28,1,44.215
freecell.pddl.2p_0a_3d.0,pfile2,1,25,1,29.978
freecell.pddl.2p_0a_3d.0,pfile3,1,29,0.03125,75.476
freecell.pddl.2p_0a_3d.0,pfile3,2,63,0.0625,305.137
freecell.pddl.2p_0a_3d.0,pfile3,3,62,0.125,368.105
freecell.pddl.2p_0a_3d.0,pfile3,4,97,0.25,802.82
freecell.pddl.2p_0a_4d.0,pfile1,1,19,1,9.231
freecell.pddl.2p_0a_4d.0,pfile2,1,16,0.5,27.153
freecell.pddl.2p_0a_4d.0,pfile2,2,30,1,93.132
freecell.pddl.2p_0a_4d.0,pfile3,1,14,0.25,60.721
freecell.pddl.2p_0a_4d.0,pfile3,2,50,0.5,536.484
freecell.pddl.2p_0a_4d.0,pfile3,3,40,1,691.421
freecell.pddl.2p_0a_5d.0,pfile1,1,18,0.5,7.687
freecell.pddl.2p_0a_5d.0,pfile1,2,26,1,30.603
freecell.pddl.2p_0a_5d.0,pfile2,1,26,0.03125,30.479
freecell.pddl.2p_0a_5d.0,pfile2,2,44,0.0625,154.948
freecell.pddl.2p_0a_5d.0,pfile2,3,41,0.125,160.793
freecell.pddl.2p_0a_5d.0,pfile3,1,30,0.03125,63.993
freecell.pddl.2p_1a_0d.0,pfile1,1,10,0.015625,3.206
freecell.pddl.2p_1a_0d.0,pfile1,2,80,0.03125,336.006
freecell.pddl.2p_1a_0d.0,pfile1,3,88,0.0625,586.104
freecell.pddl.2p_1a_0d.0,pfile1,4,33,0.125,676.359
freecell.pddl.2p_1a_0d.0,pfile2,1,28,0.000488281,5.812
freecell.pddl.2p_1a_0d.0,pfile2,2,53,0.000976562,49.859
freecell.pddl.2p_1a_0d.0,pfile2,3,51,0.00195312,101.031
freecell.pddl.2p_1a_0d.0,pfile2,4,44,0.00390625,122.263
freecell.pddl.2p_1a_0d.0,pfile2,5,46,0.0078125,430.959
