#SEARCH PARAMETERS:
#Max restart:	5
#Max iterations:	5
#Initial depth bound:	10
#Probes at depth:	60
#Neighborhood size:	5
#Initial fail bound:	32
#Min heuristic bias:	0.5
#Max heuristic bias:	1.5
#
#RELAXED PLAN PARAMETERS:
#Relaxed plan type: PURE_FF_RP
#ignore_poss_del_in_rp:	1
#use_lower_bound_in_rp:	0
#use_upper_bound_in_rp:	1
#use_robustness_threshold:	1
#clauses_from_rpg_for_false_preconditions:	1
#current_actions_affect_candidate_action:	1
#candidate_actions_affect_current_actions:	1
#
domain,problem,inc_amount,plan_id,plan_length,plan_robustness,total_time,search_time,rp_time,clause_time,wmc_time,rp_success_rate
satellite.pddl.0p_4a_1d.0,pfile6,5,1,33,0.25,0.052,0.01,0.03,0,0.012,1
satellite.pddl.0p_4a_1d.0,pfile7,5,1,24,0.25,0.032,0,0.02,0,0.012,1
satellite.pddl.0p_4a_1d.0,pfile8,5,1,38,0.25,0.122,0.03,0.08,0,0.012,1
satellite.pddl.0p_4a_1d.0,pfile9,5,1,57,0.25,0.212,0.03,0.17,0,0.012,1
satellite.pddl.0p_4a_1d.0,pfile10,5,1,43,0.25,0.182,0.02,0.15,0,0.012,1
satellite.pddl.0p_4a_2d.0,pfile1,6,1,8,0.0625,0.012,0,0,0,0.012,1
satellite.pddl.0p_4a_2d.0,pfile2,6,1,13,0.0625,0.012,0,0,0,0.012,1
satellite.pddl.0p_4a_2d.0,pfile3,6,1,10,0.0625,0.012,0,0,0,0.012,1
satellite.pddl.0p_4a_2d.0,pfile4,6,1,21,0.0625,0.012,0,0,0,0.012,1
satellite.pddl.0p_4a_2d.0,pfile5,6,1,14,0.0625,0.012,0,0,0,0.012,1
satellite.pddl.0p_4a_2d.0,pfile6,6,1,18,0.0625,0.032,0,0.01,0.01,0.012,1
satellite.pddl.0p_4a_2d.0,pfile7,6,1,21,0.0625,0.032,0,0.01,0.01,0.012,1
satellite.pddl.0p_4a_2d.0,pfile8,6,1,29,0.0625,0.062,0.01,0.04,0,0.012,1
satellite.pddl.0p_4a_2d.0,pfile9,6,1,30,0.0625,0.062,0.02,0.03,0,0.012,1
satellite.pddl.0p_4a_2d.0,pfile10,6,1,35,0.0625,0.092,0.03,0.05,0,0.012,1
satellite.pddl.0p_4a_3d.0,pfile1,7,1,11,0.125,0.012,0,0,0,0.012,1
satellite.pddl.0p_4a_3d.0,pfile2,7,1,14,0.125,0.012,0,0,0,0.012,1
satellite.pddl.0p_4a_3d.0,pfile3,7,1,21,0.125,0.022,0,0.01,0,0.012,1
satellite.pddl.0p_4a_3d.0,pfile4,7,1,20,0.125,0.022,0,0.01,0,0.012,1
satellite.pddl.0p_4a_3d.0,pfile5,7,1,17,0.125,0.022,0,0.01,0,0.012,1
satellite.pddl.0p_4a_3d.0,pfile6,7,1,38,0.125,0.072,0,0.06,0,0.012,1
satellite.pddl.0p_4a_3d.0,pfile7,7,1,41,0.125,0.092,0.01,0.05,0.02,0.012,1
satellite.pddl.0p_4a_3d.0,pfile8,7,1,31,0.125,0.082,0,0.07,0,0.012,1
satellite.pddl.0p_4a_3d.0,pfile9,7,1,35,0.125,0.102,0,0.09,0,0.012,1
satellite.pddl.0p_4a_3d.0,pfile10,7,1,41,0.125,0.172,0.03,0.12,0.01,0.012,1
satellite.pddl.0p_4a_4d.0,pfile1,8,1,8,0.0625,0.012,0,0,0,0.012,1
satellite.pddl.0p_4a_4d.0,pfile2,8,1,13,0.0625,0.012,0,0,0,0.012,1
satellite.pddl.0p_4a_4d.0,pfile3,8,1,10,0.0625,0.012,0,0,0,0.012,1
satellite.pddl.0p_4a_4d.0,pfile4,8,1,17,0.0625,0.012,0,0,0,0.012,1
satellite.pddl.0p_4a_4d.0,pfile5,8,1,14,0.0625,0.012,0,0,0,0.012,1
satellite.pddl.0p_4a_4d.0,pfile6,8,1,20,0.03125,0.022,0,0.01,0,0.012,1
satellite.pddl.0p_4a_4d.0,pfile7,8,1,24,0.03125,0.032,0.01,0.01,0,0.012,1
satellite.pddl.0p_4a_4d.0,pfile8,8,1,25,0.03125,0.042,0.01,0.02,0,0.012,1
satellite.pddl.0p_4a_4d.0,pfile9,8,1,34,0.03125,0.072,0,0.06,0,0.012,1
satellite.pddl.0p_4a_4d.0,pfile10,8,1,34,0.03125,0.092,0,0.07,0.01,0.012,1
satellite.pddl.0p_4a_5d.0,pfile1,8,1,8,0.03125,0.022,0,0.01,0,0.012,1
satellite.pddl.0p_4a_5d.0,pfile2,8,1,13,0.03125,0.012,0,0,0,0.012,1
satellite.pddl.0p_4a_5d.0,pfile3,8,1,10,0.03125,0.012,0,0,0,0.012,1
satellite.pddl.0p_4a_5d.0,pfile4,8,1,18,0.03125,0.012,0,0,0,0.012,1
satellite.pddl.0p_4a_5d.0,pfile5,8,1,15,0.03125,0.012,0,0,0,0.012,1
satellite.pddl.0p_4a_5d.0,pfile6,8,1,18,0.03125,0.032,0,0.01,0.01,0.012,1
satellite.pddl.0p_4a_5d.0,pfile7,8,1,21,0.03125,0.032,0,0.02,0,0.012,1
satellite.pddl.0p_4a_5d.0,pfile8,8,1,28,0.03125,0.052,0,0.03,0.01,0.012,1
satellite.pddl.0p_4a_5d.0,pfile9,8,1,34,0.03125,0.102,0.02,0.07,0,0.012,1
satellite.pddl.0p_4a_5d.0,pfile10,8,1,35,0.03125,0.092,0.02,0.06,0,0.012,1
satellite.pddl.0p_5a_0d.0,pfile1,5,1,9,0.125,0.012,0,0,0,0.012,1
satellite.pddl.0p_5a_0d.0,pfile2,5,1,13,0.125,0.012,0,0,0,0.012,1
satellite.pddl.0p_5a_0d.0,pfile3,5,1,13,0.125,0.012,0,0,0,0.012,1
satellite.pddl.0p_5a_0d.0,pfile4,5,1,21,0.125,0.022,0,0.01,0,0.012,1
satellite.pddl.0p_5a_0d.0,pfile5,5,1,17,0.125,0.022,0,0.01,0,0.012,1
satellite.pddl.0p_5a_0d.0,pfile6,5,1,27,0.125,0.042,0.01,0.02,0,0.012,1
satellite.pddl.0p_5a_0d.0,pfile7,5,1,48,0.125,0.122,0,0.1,0.01,0.012,1
satellite.pddl.0p_5a_0d.0,pfile8,5,1,41,0.125,0.122,0.03,0.08,0,0.012,1
satellite.pddl.0p_5a_0d.0,pfile9,5,1,50,0.125,0.172,0.05,0.11,0,0.012,1
satellite.pddl.0p_5a_0d.0,pfile10,5,1,43,0.125,0.172,0.04,0.12,0,0.012,1
satellite.pddl.0p_5a_1d.0,pfile1,6,1,9,0.125,0.012,0,0,0,0.012,1
satellite.pddl.0p_5a_1d.0,pfile2,6,1,18,0.125,0.022,0,0.01,0,0.012,1
satellite.pddl.0p_5a_1d.0,pfile3,6,1,13,0.125,0.012,0,0,0,0.012,1
satellite.pddl.0p_5a_1d.0,pfile4,6,1,24,0.125,0.032,0.01,0.01,0,0.012,1
satellite.pddl.0p_5a_1d.0,pfile5,6,1,25,0.125,0.042,0.01,0.02,0,0.012,1
satellite.pddl.0p_5a_1d.0,pfile6,6,1,24,0.125,0.052,0.01,0.01,0.02,0.012,1
satellite.pddl.0p_5a_1d.0,pfile7,6,1,27,0.125,0.052,0,0.04,0,0.012,1
satellite.pddl.0p_5a_1d.0,pfile8,6,1,38,0.125,0.122,0.03,0.07,0.01,0.012,1
satellite.pddl.0p_5a_1d.0,pfile9,6,1,43,0.125,0.172,0.03,0.13,0,0.012,1
satellite.pddl.0p_5a_1d.0,pfile10,6,1,41,0.125,0.172,0.02,0.13,0.01,0.012,1
satellite.pddl.0p_5a_2d.0,pfile1,7,1,8,0.0625,0.012,0,0,0,0.012,1
satellite.pddl.0p_5a_2d.0,pfile2,7,1,14,0.03125,0.012,0,0,0,0.012,1
satellite.pddl.0p_5a_2d.0,pfile3,7,1,10,0.0625,0.012,0,0,0,0.012,1
satellite.pddl.0p_5a_2d.0,pfile4,7,1,17,0.0625,0.012,0,0,0,0.012,1
satellite.pddl.0p_5a_2d.0,pfile5,7,1,14,0.0625,0.012,0,0,0,0.012,1
satellite.pddl.0p_5a_2d.0,pfile6,7,1,20,0.03125,0.022,0,0.01,0,0.012,1
satellite.pddl.0p_5a_2d.0,pfile7,7,1,24,0.03125,0.022,0.01,0,0,0.012,1
satellite.pddl.0p_5a_2d.0,pfile8,7,1,26,0.0625,0.042,0.01,0.02,0,0.012,1
satellite.pddl.0p_5a_2d.0,pfile9,7,1,35,0.03125,0.062,0.03,0.02,0,0.012,1
satellite.pddl.0p_5a_2d.0,pfile10,7,1,34,0.03125,0.092,0.01,0.07,0,0.012,1
satellite.pddl.0p_5a_3d.0,pfile1,8,1,8,0.03125,0.012,0,0,0,0.012,1
satellite.pddl.0p_5a_3d.0,pfile2,8,1,15,0.015625,0.012,0,0,0,0.012,1
satellite.pddl.0p_5a_3d.0,pfile3,8,1,10,0.03125,0.012,0,0,0,0.012,1
satellite.pddl.0p_5a_3d.0,pfile4,8,1,21,0.03125,0.012,0,0,0,0.012,1
satellite.pddl.0p_5a_3d.0,pfile5,8,1,15,0.03125,0.012,0,0,0,0.012,1
satellite.pddl.0p_5a_3d.0,pfile6,8,1,18,0.03125,0.022,0,0.01,0,0.012,1
satellite.pddl.0p_5a_3d.0,pfile7,8,1,25,0.03125,0.042,0,0.03,0,0.012,1
satellite.pddl.0p_5a_3d.0,pfile8,8,1,27,0.015625,0.052,0,0.04,0,0.012,1
satellite.pddl.0p_5a_3d.0,pfile9,8,1,28,0.015625,0.052,0,0.03,0.01,0.012,1
satellite.pddl.0p_5a_3d.0,pfile10,8,1,34,0.015625,0.092,0.02,0.06,0,0.012,1
satellite.pddl.0p_5a_4d.0,pfile1,9,1,8,0.0625,0.012,0,0,0,0.012,1
satellite.pddl.0p_5a_4d.0,pfile2,9,1,15,0.03125,0.012,0,0,0,0.012,1
satellite.pddl.0p_5a_4d.0,pfile3,9,1,10,0.0625,0.012,0,0,0,0.012,1
satellite.pddl.0p_5a_4d.0,pfile4,9,1,20,0.0625,0.022,0,0.01,0,0.012,1
satellite.pddl.0p_5a_4d.0,pfile5,9,1,14,0.0625,0.012,0,0,0,0.012,1
satellite.pddl.0p_5a_4d.0,pfile6,9,1,19,0.03125,0.022,0,0.01,0,0.012,1
satellite.pddl.0p_5a_4d.0,pfile7,9,1,24,0.0625,0.032,0,0.02,0,0.012,1
satellite.pddl.0p_5a_4d.0,pfile8,9,1,25,0.03125,0.042,0,0.03,0,0.012,1
satellite.pddl.0p_5a_4d.0,pfile9,9,1,34,0.03125,0.082,0.01,0.04,0.02,0.012,1
satellite.pddl.0p_5a_4d.0,pfile10,9,1,35,0.03125,0.092,0.01,0.07,0,0.012,1
satellite.pddl.0p_5a_5d.0,pfile1,9,1,8,0.03125,0.012,0,0,0,0.012,1
satellite.pddl.0p_5a_5d.0,pfile2,9,1,15,0.015625,0.012,0,0,0,0.012,1
satellite.pddl.0p_5a_5d.0,pfile3,9,1,10,0.03125,0.012,0,0,0,0.012,1
satellite.pddl.0p_5a_5d.0,pfile4,9,1,21,0.03125,0.022,0,0.01,0,0.012,1
satellite.pddl.0p_5a_5d.0,pfile5,9,1,14,0.03125,0.012,0,0,0,0.012,1
satellite.pddl.0p_5a_5d.0,pfile6,9,1,19,0.03125,0.022,0.01,0,0,0.012,1
satellite.pddl.0p_5a_5d.0,pfile7,9,1,21,0.03125,0.032,0,0.01,0.01,0.012,1
satellite.pddl.0p_5a_5d.0,pfile8,9,1,26,0.015625,0.052,0.01,0.02,0.01,0.012,1
satellite.pddl.0p_5a_5d.0,pfile9,9,1,30,0.015625,0.062,0,0.05,0,0.012,1
satellite.pddl.0p_5a_5d.0,pfile10,9,1,34,0.015625,0.092,0.02,0.06,0,0.012,1
satellite.pddl.1p_0a_0d.0,pfile1,1,1,12,1,0.01,0.01,0,0,0,1
satellite.pddl.1p_0a_0d.0,pfile2,1,1,28,1,0.02,0,0.02,0,0,1
satellite.pddl.1p_0a_0d.0,pfile3,1,1,15,1,0.01,0,0.01,0,0,1
satellite.pddl.1p_0a_0d.0,pfile4,1,1,42,1,0.03,0,0.03,0,0,1
satellite.pddl.1p_0a_0d.0,pfile5,1,1,35,1,0.05,0.01,0.04,0,0,1
satellite.pddl.1p_0a_0d.0,pfile6,1,1,29,1,0.05,0,0.05,0,0,1
satellite.pddl.1p_0a_0d.0,pfile7,1,1,27,1,0.04,0.02,0.02,0,0,1
satellite.pddl.1p_0a_0d.0,pfile8,1,1,51,1,0.13,0.01,0.11,0.01,0,1
satellite.pddl.1p_0a_0d.0,pfile9,1,1,49,1,0.15,0.05,0.09,0.01,0,1
satellite.pddl.1p_0a_0d.0,pfile10,1,1,65,1,0.27,0.05,0.21,0.01,0,1
satellite.pddl.1p_0a_1d.0,pfile1,2,1,10,1,0.01,0,0.01,0,0,1
satellite.pddl.1p_0a_1d.0,pfile2,2,1,24,1,0.01,0,0.01,0,0,1
satellite.pddl.1p_0a_1d.0,pfile3,2,1,19,0.5,0.022,0,0.01,0,0.012,1
satellite.pddl.1p_0a_1d.0,pfile4,2,1,47,0.5,0.062,0.01,0.04,0,0.012,1
satellite.pddl.1p_0a_1d.0,pfile5,2,1,26,0.5,0.042,0.02,0,0.01,0.012,1
satellite.pddl.1p_0a_1d.0,pfile6,2,1,24,0.5,0.042,0,0.03,0,0.012,1
satellite.pddl.1p_0a_1d.0,pfile7,2,1,28,0.5,0.072,0,0.06,0,0.012,1
satellite.pddl.1p_0a_1d.0,pfile8,2,1,26,0.5,0.072,0.01,0.05,0,0.012,1
satellite.pddl.1p_0a_1d.0,pfile9,2,1,36,0.5,0.162,0.02,0.13,0,0.012,1
satellite.pddl.1p_0a_1d.0,pfile10,2,1,43,0.5,0.232,0.02,0.19,0.01,0.012,1
satellite.pddl.1p_0a_2d.0,pfile1,3,1,8,0.5,0.022,0,0,0.01,0.012,1
satellite.pddl.1p_0a_2d.0,pfile2,3,1,13,0.5,0.022,0,0.01,0,0.012,1
satellite.pddl.1p_0a_2d.0,pfile3,3,1,10,0.5,0.022,0,0.01,0,0.012,1
satellite.pddl.1p_0a_2d.0,pfile4,3,1,21,0.5,0.022,0,0.01,0,0.012,1
satellite.pddl.1p_0a_2d.0,pfile5,3,1,14,0.5,0.012,0,0,0,0.012,1
satellite.pddl.1p_0a_2d.0,pfile6,3,1,18,0.5,0.022,0,0.01,0,0.012,1
satellite.pddl.1p_0a_2d.0,pfile7,3,1,19,0.25,0.022,0,0.01,0,0.012,1
satellite.pddl.1p_0a_2d.0,pfile8,3,1,33,0.25,0.072,0,0.06,0,0.012,1
satellite.pddl.1p_0a_2d.0,pfile9,3,1,33,0.25,0.072,0,0.05,0.01,0.012,1
satellite.pddl.1p_0a_2d.0,pfile10,3,1,40,0.5,0.122,0.04,0.06,0.01,0.012,1
satellite.pddl.1p_0a_3d.0,pfile1,4,1,16,0.5,0.012,0,0,0,0.012,1
satellite.pddl.1p_0a_3d.0,pfile2,4,1,13,0.5,0.012,0,0,0,0.012,1
satellite.pddl.1p_0a_3d.0,pfile3,4,1,18,0.25,0.022,0,0.01,0,0.012,1
satellite.pddl.1p_0a_3d.0,pfile4,4,1,23,0.25,0.032,0.01,0.01,0,0.012,1
satellite.pddl.1p_0a_3d.0,pfile5,4,1,22,0.25,0.042,0.01,0.02,0,0.012,1
satellite.pddl.1p_0a_3d.0,pfile6,4,1,24,0.25,0.042,0,0.03,0,0.012,1
satellite.pddl.1p_0a_3d.0,pfile7,4,1,22,0.25,0.042,0,0.03,0,0.012,1
satellite.pddl.1p_0a_3d.0,pfile8,4,1,29,0.25,0.092,0,0.06,0.02,0.012,1
satellite.pddl.1p_0a_3d.0,pfile9,4,1,31,0.25,0.132,0,0.11,0.01,0.012,1
satellite.pddl.1p_0a_3d.0,pfile10,4,1,42,0.25,0.202,0,0.19,0,0.012,1
satellite.pddl.1p_0a_4d.0,pfile1,5,1,6,0.25,0.022,0,0.01,0,0.012,1
satellite.pddl.1p_0a_4d.0,pfile1,5,2,6,0.5,0.034,0,0.01,0,0.024,0.961538
satellite.pddl.1p_0a_4d.0,pfile2,5,1,10,0.25,0.022,0,0.01,0,0.012,1
satellite.pddl.1p_0a_4d.0,pfile3,5,1,8,0.25,0.012,0,0,0,0.012,1
satellite.pddl.1p_0a_4d.0,pfile4,5,1,17,0.25,0.022,0,0.01,0,0.012,1
satellite.pddl.1p_0a_4d.0,pfile5,5,1,12,0.25,0.012,0,0,0,0.012,1
satellite.pddl.1p_0a_4d.0,pfile6,5,1,14,0.25,0.022,0,0.01,0,0.012,1
satellite.pddl.1p_0a_4d.0,pfile6,5,2,14,0.5,0.044,0,0.02,0,0.024,0.734177
satellite.pddl.1p_0a_4d.0,pfile7,5,1,18,0.125,0.022,0,0.01,0,0.012,1
satellite.pddl.1p_0a_4d.0,pfile7,5,2,17,0.25,0.134,0.01,0.1,0,0.024,0.572816
satellite.pddl.1p_0a_4d.0,pfile8,5,1,21,0.125,0.032,0,0.02,0,0.012,1
satellite.pddl.1p_0a_4d.0,pfile8,5,2,20,0.25,0.234,0.08,0.13,0,0.024,0.442584
satellite.pddl.1p_0a_4d.0,pfile9,5,1,23,0.125,0.042,0.01,0.02,0,0.012,1
satellite.pddl.1p_0a_4d.0,pfile10,5,1,27,0.125,0.052,0.01,0.02,0.01,0.012,1
satellite.pddl.1p_0a_4d.0,pfile10,5,2,26,0.25,0.194,0.07,0.09,0.01,0.024,0.514523
satellite.pddl.1p_0a_5d.0,pfile1,5,1,8,0.5,0.012,0,0,0,0.012,1
satellite.pddl.1p_0a_5d.0,pfile2,5,1,15,0.25,0.012,0,0,0,0.012,1
satellite.pddl.1p_0a_5d.0,pfile3,5,1,10,0.5,0.022,0,0.01,0,0.012,1
satellite.pddl.1p_0a_5d.0,pfile4,5,1,21,0.5,0.022,0,0.01,0,0.012,1
satellite.pddl.1p_0a_5d.0,pfile5,5,1,14,0.5,0.022,0,0.01,0,0.012,1
satellite.pddl.1p_0a_5d.0,pfile6,5,1,20,0.25,0.032,0,0.02,0,0.012,1
satellite.pddl.1p_0a_5d.0,pfile7,5,1,24,0.25,0.032,0,0.02,0,0.012,1
satellite.pddl.1p_0a_5d.0,pfile8,5,1,25,0.25,0.042,0,0.03,0,0.012,1
satellite.pddl.1p_0a_5d.0,pfile9,5,1,32,0.25,0.062,0.01,0.04,0,0.012,1
satellite.pddl.1p_0a_5d.0,pfile10,5,1,35,0.25,0.092,0.04,0.04,0,0.012,1
satellite.pddl.1p_1a_0d.0,pfile1,2,1,9,1,0.01,0,0.01,0,0,1
satellite.pddl.1p_1a_0d.0,pfile2,2,1,14,0.5,0.022,0,0.01,0,0.012,1
satellite.pddl.1p_1a_0d.0,pfile3,2,1,13,1,0.01,0,0.01,0,0,1
satellite.pddl.1p_1a_0d.0,pfile4,2,1,21,1,0.01,0,0,0.01,0,1
satellite.pddl.1p_1a_0d.0,pfile5,2,1,21,1,0.02,0.01,0.01,0,0,1
satellite.pddl.1p_1a_0d.0,pfile6,2,1,30,0.5,0.052,0.01,0.03,0,0.012,1
satellite.pddl.1p_1a_0d.0,pfile7,2,1,25,0.5,0.042,0,0.03,0,0.012,1
satellite.pddl.1p_1a_0d.0,pfile8,2,1,33,1,0.06,0.01,0.05,0,0,1
satellite.pddl.1p_1a_0d.0,pfile9,2,1,56,0.5,0.192,0.02,0.15,0.01,0.012,1
satellite.pddl.1p_1a_0d.0,pfile10,2,1,44,0.5,0.162,0.05,0.1,0,0.012,1
satellite.pddl.1p_1a_1d.0,pfile1,3,1,8,0.125,0.022,0,0,0.01,0.012,1
satellite.pddl.1p_1a_1d.0,pfile2,3,1,12,0.125,0.022,0,0,0.01,0.012,1
satellite.pddl.1p_1a_1d.0,pfile3,3,1,10,0.125,0.022,0,0,0.01,0.012,1
satellite.pddl.1p_1a_1d.0,pfile4,3,1,17,0.125,0.022,0,0.01,0,0.012,1
satellite.pddl.1p_1a_1d.0,pfile5,3,1,14,0.125,0.022,0,0.01,0,0.012,1
satellite.pddl.1p_1a_1d.0,pfile6,3,1,16,0.125,0.022,0,0.01,0,0.012,1
satellite.pddl.1p_1a_1d.0,pfile7,3,1,18,0.125,0.022,0,0.01,0,0.012,1
satellite.pddl.1p_1a_1d.0,pfile8,3,1,25,0.125,0.032,0,0.02,0,0.012,1
satellite.pddl.1p_1a_1d.0,pfile9,3,1,27,0.125,0.042,0.01,0.02,0,0.012,1
satellite.pddl.1p_1a_1d.0,pfile10,3,1,26,0.125,0.062,0.02,0.03,0,0.012,1
satellite.pddl.1p_1a_2d.0,pfile1,4,1,8,0.5,0.012,0,0,0,0.012,1
satellite.pddl.1p_1a_2d.0,pfile2,4,1,13,0.5,0.012,0,0,0,0.012,1
satellite.pddl.1p_1a_2d.0,pfile3,4,1,10,0.5,0.022,0,0.01,0,0.012,1
satellite.pddl.1p_1a_2d.0,pfile4,4,1,17,0.5,0.022,0,0.01,0,0.012,1
satellite.pddl.1p_1a_2d.0,pfile5,4,1,15,0.5,0.022,0,0.01,0,0.012,1
satellite.pddl.1p_1a_2d.0,pfile6,4,1,18,0.5,0.022,0,0.01,0,0.012,1
satellite.pddl.1p_1a_2d.0,pfile7,4,1,21,0.5,0.032,0,0.02,0,0.012,1
satellite.pddl.1p_1a_2d.0,pfile8,4,1,34,0.5,0.072,0.02,0.04,0,0.012,1
satellite.pddl.1p_1a_2d.0,pfile9,4,1,32,0.5,0.072,0.01,0.04,0.01,0.012,1
satellite.pddl.1p_1a_2d.0,pfile10,4,1,37,0.5,0.112,0,0.1,0,0.012,1
satellite.pddl.1p_1a_3d.0,pfile1,5,1,8,0.0625,0.012,0,0,0,0.012,1
satellite.pddl.1p_1a_3d.0,pfile1,5,2,8,0.125,0.024,0,0,0,0.024,0.630058
satellite.pddl.1p_1a_3d.0,pfile2,5,1,13,0.0625,0.012,0,0,0,0.012,1
satellite.pddl.1p_1a_3d.0,pfile2,5,2,13,0.125,0.084,0.01,0.04,0.01,0.024,0.453975
satellite.pddl.1p_1a_3d.0,pfile3,5,1,10,0.0625,0.012,0,0,0,0.012,1
satellite.pddl.1p_1a_3d.0,pfile3,5,2,10,0.125,0.054,0.02,0.01,0,0.024,0.650538
satellite.pddl.1p_1a_3d.0,pfile4,5,1,21,0.0625,0.022,0,0.01,0,0.012,1
satellite.pddl.1p_1a_3d.0,pfile4,5,2,21,0.125,0.044,0,0.02,0,0.024,1
satellite.pddl.1p_1a_3d.0,pfile5,5,1,14,0.0625,0.012,0,0,0,0.012,1
satellite.pddl.1p_1a_3d.0,pfile5,5,2,16,0.125,0.044,0.01,0.01,0,0.024,0.925373
satellite.pddl.1p_1a_3d.0,pfile6,5,1,19,0.0625,0.022,0,0.01,0,0.012,1
satellite.pddl.1p_1a_3d.0,pfile6,5,2,19,0.125,0.114,0.01,0.08,0,0.024,0.561644
satellite.pddl.1p_1a_3d.0,pfile7,5,1,24,0.0625,0.042,0.01,0.02,0,0.012,1
satellite.pddl.1p_1a_3d.0,pfile7,5,2,26,0.125,0.204,0.05,0.13,0,0.024,0.618868
satellite.pddl.1p_1a_3d.0,pfile8,5,1,27,0.03125,0.072,0.02,0.04,0,0.012,1
satellite.pddl.1p_1a_3d.0,pfile8,5,2,30,0.0625,0.304,0.07,0.2,0.01,0.024,0.735294
satellite.pddl.1p_1a_3d.0,pfile9,5,1,33,0.03125,0.102,0.02,0.07,0,0.012,1
satellite.pddl.1p_1a_3d.0,pfile9,5,2,34,0.0625,0.424,0.08,0.32,0,0.024,0.759197
satellite.pddl.1p_1a_3d.0,pfile10,5,1,35,0.03125,0.122,0.03,0.08,0,0.012,1
satellite.pddl.1p_1a_3d.0,pfile10,5,2,35,0.0625,0.494,0.11,0.35,0.01,0.024,0.767123
satellite.pddl.1p_1a_4d.0,pfile1,6,1,8,0.5,0.012,0,0,0,0.012,1
satellite.pddl.1p_1a_4d.0,pfile2,6,1,12,0.25,0.012,0,0,0,0.012,1
satellite.pddl.1p_1a_4d.0,pfile3,6,1,10,0.25,0.012,0,0,0,0.012,1
satellite.pddl.1p_1a_4d.0,pfile4,6,1,20,0.25,0.022,0,0.01,0,0.012,1
satellite.pddl.1p_1a_4d.0,pfile5,6,1,14,0.25,0.012,0,0,0,0.012,1
satellite.pddl.1p_1a_4d.0,pfile6,6,1,18,0.25,0.022,0,0.01,0,0.012,1
satellite.pddl.1p_1a_4d.0,pfile7,6,1,24,0.125,0.042,0,0.03,0,0.012,1
satellite.pddl.1p_1a_4d.0,pfile8,6,1,27,0.125,0.072,0.02,0.03,0.01,0.012,1
satellite.pddl.1p_1a_4d.0,pfile9,6,1,33,0.125,0.102,0.04,0.05,0,0.012,1
satellite.pddl.1p_1a_4d.0,pfile10,6,1,35,0.125,0.132,0.05,0.07,0,0.012,1
satellite.pddl.1p_1a_5d.0,pfile1,6,1,8,0.125,0.022,0,0.01,0,0.012,1
satellite.pddl.1p_1a_5d.0,pfile2,6,1,13,0.125,0.022,0,0.01,0,0.012,1
satellite.pddl.1p_1a_5d.0,pfile3,6,1,10,0.0625,0.022,0,0.01,0,0.012,1
satellite.pddl.1p_1a_5d.0,pfile4,6,1,20,0.0625,0.022,0,0.01,0,0.012,1
satellite.pddl.1p_1a_5d.0,pfile5,6,1,14,0.0625,0.022,0,0.01,0,0.012,1
satellite.pddl.1p_1a_5d.0,pfile6,6,1,18,0.0625,0.032,0,0.01,0.01,0.012,1
satellite.pddl.1p_1a_5d.0,pfile7,6,1,20,0.0625,0.032,0,0.02,0,0.012,1
satellite.pddl.1p_1a_5d.0,pfile8,6,1,30,0.0625,0.072,0.01,0.03,0.02,0.012,1
satellite.pddl.1p_1a_5d.0,pfile9,6,1,30,0.0625,0.072,0.03,0.02,0.01,0.012,1
satellite.pddl.1p_1a_5d.0,pfile10,6,1,33,0.0625,0.102,0.01,0.08,0,0.012,1
satellite.pddl.1p_2a_0d.0,pfile1,3,1,10,0.5,0.022,0,0.01,0,0.012,1
satellite.pddl.1p_2a_0d.0,pfile2,3,1,14,0.5,0.012,0,0,0,0.012,1
satellite.pddl.1p_2a_0d.0,pfile3,3,1,22,0.5,0.022,0,0.01,0,0.012,1
satellite.pddl.1p_2a_0d.0,pfile4,3,1,52,0.5,0.062,0.01,0.04,0,0.012,1
satellite.pddl.1p_2a_0d.0,pfile5,3,1,27,0.5,0.042,0,0.03,0,0.012,1
satellite.pddl.1p_2a_0d.0,pfile6,3,1,24,0.5,0.042,0.02,0.01,0,0.012,1
satellite.pddl.1p_2a_0d.0,pfile7,3,1,34,0.25,0.062,0,0.05,0,0.012,1
satellite.pddl.1p_2a_0d.0,pfile8,3,1,34,0.5,0.082,0,0.07,0,0.012,1
satellite.pddl.1p_2a_0d.0,pfile9,3,1,42,0.25,0.132,0,0.12,0,0.012,1
satellite.pddl.1p_2a_0d.0,pfile10,3,1,47,0.25,0.192,0.02,0.14,0.02,0.012,1
satellite.pddl.1p_2a_1d.0,pfile1,4,1,10,1,0.01,0,0.01,0,0,1
satellite.pddl.1p_2a_1d.0,pfile2,4,1,14,1,0.01,0.01,0,0,0,1
satellite.pddl.1p_2a_1d.0,pfile3,4,1,18,1,0,0,0,0,0,1
satellite.pddl.1p_2a_1d.0,pfile4,4,1,26,1,0.02,0.01,0.01,0,0,1
satellite.pddl.1p_2a_1d.0,pfile5,4,1,26,1,0.03,0.01,0.02,0,0,1
satellite.pddl.1p_2a_1d.0,pfile6,4,1,21,1,0.02,0.02,0,0,0,1
satellite.pddl.1p_2a_1d.0,pfile7,4,1,27,1,0.04,0.01,0.03,0,0,1
satellite.pddl.1p_2a_1d.0,pfile8,4,1,47,0.5,0.152,0.03,0.11,0,0.012,1
satellite.pddl.1p_2a_1d.0,pfile9,4,1,57,0.5,0.232,0.05,0.17,0,0.012,1
